port,varies,10gbaser_refclk0_156M25_qpll0_lane0,custom_8b10b_1g_refclk0_100m_qpll0_lane0,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaprx,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaptrx,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaptx,jesd204b_refclk0_100M_qpll0_lane0123,usb3_mclk_100M_qpll0_lane0,usb3_refclk0_100M_qpll0_lane0,usb3_refclk0_100M_qpll0_lane0__1000basex_refclk0_100M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane0__1000basex_refclk1_125M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane0__usb3_refclk1_100M_cpll_lane1,usb3_refclk0_100M_qpll0_lane0__usb3_refclk1_100M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane1,usb3_refclk0_100M_qpll0_lane3,usb3_refclk0_50M_qpll0_lane0,usb3_refclk1_100M_qpll0_lane0,usb3_refclk1_100M_qpll0_lane1,usb3_refclk1_100M_qpll0_lane2,usb3_refclk1_100M_qpll0_lane3,usb3_refclk1_100M_qpll1_lane3,usb3_refin_100M_qpll0_lane0
FABRIC_LN3_STAT_O,no,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o,q0_fabric_ln3_stat_o
FABRIC_LN3_STAT_O_H,no,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h,q0_fabric_ln3_stat_o_h
FABRIC_LN3_TXDATA_I,yes,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,0:80,q0_fabric_ln3_txdata_i,0:80,0:80,0:80,0:80,q0_fabric_ln3_txdata_i,q0_fabric_ln3_txdata_i,0:80
FABRIC_LN3_TX_DISPARITY_I,no,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8,0:8
FABRIC_LN3_TX_VLD_IN,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,q0_fabric_ln3_tx_vld_in,0,0,0,0,q0_fabric_ln3_tx_vld_in,q0_fabric_ln3_tx_vld_in,0
FABRIC_PLL_CDN_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_PMA_CM0_DR_REFCLK_DET_O,no,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o,q0_fabric_pma_cm0_dr_refclk_det_o
FABRIC_PMA_CM1_DR_REFCLK_DET_O,no,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o,q0_fabric_pma_cm1_dr_refclk_det_o
FABRIC_PMA_CM2_DR_REFCLK_DET_O,no,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o,q0_fabric_pma_cm2_dr_refclk_det_o
FABRIC_PMA_CM3_DR_REFCLK_DET_O,no,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o,q0_fabric_pma_cm3_dr_refclk_det_o
FABRIC_PMA_PD_REFHCLK_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_POR_N_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_QUAD_CLK_RX,no,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx,q0_fabric_quad_clk_rx
FABRIC_QUAD_MCU_REQ_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_REFCLK1_INPUT_SEL_I,no,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3
FABRIC_REFCLK_GATE_ACK_O,no,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o,q0_fabric_refclk_gate_ack_o
FABRIC_REFCLK_GATE_I,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABRIC_REFCLK_INPUT_SEL_I,no,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3,0:3
LANE0_ALIGN_LINK,no,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link,q0_lane0_align_link
LANE0_ALIGN_TRIGGER,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANE0_CHBOND_START,yes,0,q0_lane0_chbond_start,q0_lane0_chbond_start,q0_lane0_chbond_start,q0_lane0_chbond_start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANE0_CUR_DISP_O,no,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o,q0_lane0_cur_disp_o
LANE0_DEC_ERR_O,no,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o,q0_lane0_dec_err_o
LANE0_DISP_ERR_O,no,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o,q0_lane0_disp_err_o
LANE0_FABRIC_C2I_CLK,yes,0,q0_lane0_fabric_c2i_clk,q0_lane0_fabric_c2i_clk,q0_lane0_fabric_c2i_clk,q0_lane0_fabric_c2i_clk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANE0_FABRIC_RX_CLK,yes,q0_lane0_fabric_rx_clk,q0_lane0_fabric_rx_clk,q0_lane0_fabric_rx_clk,q0_lane0_fabric_rx_clk,q0_lane0_fabric_rx_clk,q0_lane3_fabric_rx_clk,q0_lane0_fabric_rx_clk,q0_lane0_fabric_rx_clk,q0_lane0_fabric_rx_clk,q0_lane0_fabric_rx_clk,q0_lane0_fabric_rx_clk,q0_lane0_fabric_rx_clk,0,0,q0_lane0_fabric_rx_clk,q0_lane0_fabric_rx_clk,0,0,0,0,q0_lane0_fabric_rx_clk
LANE0_FABRIC_TX_CLK,yes,q0_lane0_fabric_tx_clk,q0_lane0_fabric_tx_clk,q0_lane0_fabric_tx_clk,q0_lane0_fabric_tx_clk,q0_lane0_fabric_tx_clk,0,q0_lane0_fabric_tx_clk,q0_lane0_fabric_tx_clk,q0_lane0_fabric_tx_clk,q0_lane0_fabric_tx_clk,q0_lane0_fabric_tx_clk,q0_lane0_fabric_tx_clk,0,0,q0_lane0_fabric_tx_clk,q0_lane0_fabric_tx_clk,0,0,0,0,q0_lane0_fabric_tx_clk
LANE0_K_LOCK,no,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock,q0_lane0_k_lock
LANE0_PCS_RX_O_FABRIC_CLK,no,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk,q0_lane0_pcs_rx_o_fabric_clk
LANE0_PCS_RX_RST,yes,q0_lane0_pcs_rx_rst,q0_lane0_pcs_rx_rst,q0_lane0_pcs_rx_rst,q0_lane0_pcs_rx_rst,q0_lane0_pcs_rx_rst,q0_lane3_pcs_rx_rst,q0_lane0_pcs_rx_rst,q0_lane0_pcs_rx_rst,q0_lane0_pcs_rx_rst,q0_lane0_pcs_rx_rst,q0_lane0_pcs_rx_rst,q0_lane0_pcs_rx_rst,0,0,q0_lane0_pcs_rx_rst,q0_lane0_pcs_rx_rst,0,0,0,0,q0_lane0_pcs_rx_rst
LANE0_PCS_TX_O_FABRIC_CLK,no,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk,q0_lane0_pcs_tx_o_fabric_clk
LANE0_PCS_TX_RST,yes,q0_lane0_pcs_tx_rst,q0_lane0_pcs_tx_rst,q0_lane0_pcs_tx_rst,q0_lane0_pcs_tx_rst,q0_lane0_pcs_tx_rst,0,q0_lane0_pcs_tx_rst,q0_lane0_pcs_tx_rst,q0_lane0_pcs_tx_rst,q0_lane0_pcs_tx_rst,q0_lane0_pcs_tx_rst,q0_lane0_pcs_tx_rst,0,0,q0_lane0_pcs_tx_rst,q0_lane0_pcs_tx_rst,0,0,0,0,q0_lane0_pcs_tx_rst
LANE0_RX_IF_FIFO_AEMPTY,no,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty,q0_lane0_rx_if_fifo_aempty
LANE0_RX_IF_FIFO_EMPTY,no,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty,q0_lane0_rx_if_fifo_empty
LANE0_RX_IF_FIFO_RDEN,yes,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,0,0,q0_lane0_rx_if_fifo_rden,q0_lane0_rx_if_fifo_rden,0,0,0,0,q0_lane0_rx_if_fifo_rden
LANE0_RX_IF_FIFO_RDUSEWD,no,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd,q0_lane0_rx_if_fifo_rdusewd
LANE0_TX_IF_FIFO_AFULL,no,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull,q0_lane0_tx_if_fifo_afull
LANE0_TX_IF_FIFO_FULL,no,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full,q0_lane0_tx_if_fifo_full
LANE0_TX_IF_FIFO_WRUSEWD,no,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd,q0_lane0_tx_if_fifo_wrusewd
LANE1_ALIGN_LINK,no,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link,q0_lane1_align_link
LANE1_ALIGN_TRIGGER,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANE1_CHBOND_START,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANE1_CUR_DISP_O,no,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o,q0_lane1_cur_disp_o
LANE1_DEC_ERR_O,no,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o,q0_lane1_dec_err_o
LANE1_DISP_ERR_O,no,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o,q0_lane1_disp_err_o
LANE1_FABRIC_C2I_CLK,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANE1_FABRIC_RX_CLK,yes,0,0,0,0,0,q0_lane3_fabric_rx_clk,0,0,q0_lane1_fabric_rx_clk,q0_lane1_fabric_rx_clk,q0_lane1_fabric_rx_clk,q0_lane1_fabric_rx_clk,q0_lane1_fabric_rx_clk,0,0,0,q0_lane1_fabric_rx_clk,0,0,0,0
LANE1_FABRIC_TX_CLK,yes,0,0,0,0,0,0,0,0,q0_lane1_fabric_tx_clk,q0_lane1_fabric_tx_clk,q0_lane1_fabric_tx_clk,q0_lane1_fabric_tx_clk,q0_lane1_fabric_tx_clk,0,0,0,q0_lane1_fabric_tx_clk,0,0,0,0
